Event ID,TItle,Event description,Venue,Address,City,Event Date ,Time Normalized,Start DateTime,End DateTime,Time Display,Time of Day,Age Tags Clean,Age Simple,Category Clean,Category Tags,Category Order,Cost,Image URL,Event URL,Source,Imported at,Approved,Is Past,Is Live,Verified by Puddles,Last Checked Date,	Checked By,Check Method,Verification Status,	Internal Notes,Longtitide,Display location,Display Location Short,Event Preview,Today,Tomorrow,This Weekend,Day Tag,Happening Now,Starting Soon,Card Substitute,Short Title,Calendar Link,,,,Date Match,🔐 Softr Record ID
,Bilingual Mandarin Family Storytime / 中英雙語故事時間,"Join us for a fun-filled storytime featuring movement, singing, and action! These 30-minute sessions focus on early literacy by sharing stories and songs in both English and Mandarin Chinese.歡迎小朋友來到故事時間，這是以半小時的雙中英語故事書, 兒歌, 手指謠,...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,6/30/2026,1:00pm to 1:30pm,6/30/2026 1:00PM,6/30/2026 1:30PM,1:00pm to 1:30pm,After lunch,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835d281b67dfe32acec78,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join us for a fun-filled storytime featuring movement, singing, and action! These 30-minute sessions focus on early literacy by sharing stories and songs in both English and Mandarin Chinese.",FALSE,TRUE,FALSE,Tomorrow,FALSE,FALSE,TOMORROW · 1:00 PM–1:30 PM,Bilingual Mandarin Family Storytime / 中英...,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Bilingual%20Mandarin%20Family%20Storytime%20%2F%20%E4%B8%AD%E8%8B%B1%E9%9B%99%E8%AA%9E%E6%95%85%E4%BA%8B%E6%99%82%E9%96%93&dates=20260630T130000/20260630T133000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Toddler Storytime,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings. Storytimes will be filled with stories, music, and fun activities!
 
 Due...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/1/2026,10:30am to 11:00am,7/1/2026 10:30AM,7/1/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835c4b48451fc3c094428,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,WED · 10:30 AM–11:00 AM,Toddler Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Toddler%20Storytime&dates=20260701T103000/20260701T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Baby Storytime & Stay and Play,"Come join the fun every Wednesday for Baby Storytime & Stay and Play at the Los Altos Library!
 
 We invite all non-walking babies (ages 0-1) and their amazing caregivers to jump into an interactive 20 minutes of:
 
 Catchy Songs & Silly Rhymes...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/1/2026,1:00pm to 2:00pm,7/1/2026 1:00PM,7/1/2026 2:00PM,1:00pm to 2:00pm,After lunch,0-2,0-2,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835bdb48451fc3c094412,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,Come join the fun every Wednesday for Baby Storytime & Stay and Play at the Los Altos Library! We invite all non-walking babies (ages 0-1) and their amazing caregivers to jump into an interactive 20 minutes of: Catchy Songs & Silly Rhymes.,FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,WED · 1:00 PM–2:00 PM,Baby Storytime & Stay and Play,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Baby%20Storytime%20%26%20Stay%20and%20Play&dates=20260701T130000/20260701T140000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,"Summer 2026 Plant a Seed, Read: Puppet Art Theater","Puppet Art Theater presents Jack and the Beanstalk! Jack has traded his cow for magic wishing beans much to his mother's dismay. In frustration, Jack's mom tosses the beans out the window where they grow into a huge beanstalk. Up the...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/1/2026,3:30pm to 4:30pm,7/1/2026 3:30PM,7/1/2026 4:30PM,3:30pm to 4:30pm,Late afternoon,"0-2, 2-5, 5+",All,Other,Other,8,,https://sccl.bibliocommons.com/events/uploads/images/full/d3c01ce061370cdb682b7275c35fd7a3/SummerReadingBiblioEvent(760x230px).png,https://sccl.bibliocommons.com/events/69f28d7bdeee9abd8ee9635b,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,Puppet Art Theater presents Jack and the Beanstalk! Jack has traded his cow for magic wishing beans much to his mother's dismay.,FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,WED · 3:30 PM–4:30 PM,"Summer 2026 Plant a Seed, Read: Puppet A...",https://calendar.google.com/calendar/render?action=TEMPLATE&text=Summer%202026%20Plant%20a%20Seed%2C%20Read%3A%20Puppet%20Art%20Theater&dates=20260701T153000/20260701T163000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,"Summer 2026 Plant a Seed, Read: Puppet Art Theater","Puppet Art Theater presents Jack and the Beanstalk! Jack has traded his cow for magic wishing beans much to his mother's dismay. In frustration, Jack's mom tosses the beans out the window where they grow into a huge beanstalk. Up the...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/1/2026,4:30pm to 5:30pm,7/1/2026 4:30PM,7/1/2026 5:30PM,4:30pm to 5:30pm,Late afternoon,"0-2, 2-5, 5+",All,Other,Other,8,,https://sccl.bibliocommons.com/events/uploads/images/full/d3c01ce061370cdb682b7275c35fd7a3/SummerReadingBiblioEvent(760x230px).png,https://sccl.bibliocommons.com/events/69f28d7bdeee9abd8ee9635c,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,Puppet Art Theater presents Jack and the Beanstalk! Jack has traded his cow for magic wishing beans much to his mother's dismay.,FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,WED · 4:30 PM–5:30 PM,"Summer 2026 Plant a Seed, Read: Puppet A...",https://calendar.google.com/calendar/render?action=TEMPLATE&text=Summer%202026%20Plant%20a%20Seed%2C%20Read%3A%20Puppet%20Art%20Theater&dates=20260701T163000/20260701T173000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Toddler Storytime,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings. Storytimes will be filled with stories, music, and fun activities!
 
 Due...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/2/2026,10:30am to 11:00am,7/2/2026 10:30AM,7/2/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835bbb48451fc3c094400,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,THU · 10:30 AM–11:00 AM,Toddler Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Toddler%20Storytime&dates=20260702T103000/20260702T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Preschool Storytime,"Join us for stories, music, movement and more at our preschool storytime in the Orchard Room on Thursday afternoons at 3:30 p.m.
 
 Preschool storytime is suitable for children 3-5 and their caregivers.
 
 For accessibility accommodations...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/2/2026,3:30pm to 4:00pm,7/2/2026 3:30PM,7/2/2026 4:00PM,3:30pm to 4:00pm,Late afternoon,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835b92866a5b488426bd3,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join us for stories, music, movement and more at our preschool storytime in the Orchard Room on Thursday afternoons at 3:30 p.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,THU · 3:30 PM–4:00 PM,Preschool Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Preschool%20Storytime&dates=20260702T153000/20260702T160000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Cult Movie: Sunday Matinee Movies,"Join us for the 30th anniversary of the Muppet Treasure Island movie.
 
 It's a rollicking and irreverent musical romp with Kermit, Miss Piggy, and all of the muppet gang -- with the welcome addition of Tim Curry as the dread pirate Long John...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/5/2026,2:00pm to 4:00pm,7/5/2026 2:00PM,7/5/2026 4:00PM,2:00pm to 4:00pm,After lunch,"0-2, 2-5, 5+",All,Music & Movement,Music & Movement,2,,https://sccl.bibliocommons.com/events/uploads/images/full/4b7ff6df09ad107d8567268a5e6c3e87/Entertainment & Recreation.jpg,https://sccl.bibliocommons.com/events/6a345d51c7d3cd58006151b2,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,Join us for the 30th anniversary of the Muppet Treasure Island movie.,FALSE,FALSE,TRUE,This weekend,FALSE,FALSE,SUN · 2:00 PM–4:00 PM,Cult Movie: Sunday Matinee Movies,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Cult%20Movie%3A%20Sunday%20Matinee%20Movies&dates=20260705T140000/20260705T160000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Bilingual Spanish Family Storytime / Hora de cuentos bilingüe para familias,"Join us for stories, songs, and movement in Spanish and English on Tuesday mornings at 10:30 AM! This program is designed for children up to age 5 and their caregivers, and will be held indoors in the Orchard Room.
 
 ¡Venga a la biblioteca...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/7/2026,10:30am to 11:00am,7/7/2026 10:30AM,7/7/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Classes",1,,https://sccl.bibliocommons.com/events/uploads/images/full/0843753b121ce38b9c23bf54bbc99b14/BilingualStoryTimeBiblioBanner-gc.png,https://sccl.bibliocommons.com/events/69b835d42866a5b488426bfb,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join us for stories, songs, and movement in Spanish and English on Tuesday mornings at 10:30 AM! This program is designed for children up to age 5 and their caregivers, and will be held indoors in the Orchard Room.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,7/7 · 10:30 AM–11:00 AM,Bilingual Spanish Family Storytime / Hor...,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Bilingual%20Spanish%20Family%20Storytime%20%2F%20Hora%20de%20cuentos%20biling%C3%BCe%20para%20familias&dates=20260707T103000/20260707T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Bilingual Mandarin Family Storytime / 中英雙語故事時間,"Join us for a fun-filled storytime featuring movement, singing, and action! These 30-minute sessions focus on early literacy by sharing stories and songs in both English and Mandarin Chinese.歡迎小朋友來到故事時間，這是以半小時的雙中英語故事書, 兒歌, 手指謠,...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/7/2026,1:00pm to 1:30pm,7/7/2026 1:00PM,7/7/2026 1:30PM,1:00pm to 1:30pm,After lunch,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835d281b67dfe32acec79,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join us for a fun-filled storytime featuring movement, singing, and action! These 30-minute sessions focus on early literacy by sharing stories and songs in both English and Mandarin Chinese.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,7/7 · 1:00 PM–1:30 PM,Bilingual Mandarin Family Storytime / 中英...,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Bilingual%20Mandarin%20Family%20Storytime%20%2F%20%E4%B8%AD%E8%8B%B1%E9%9B%99%E8%AA%9E%E6%95%85%E4%BA%8B%E6%99%82%E9%96%93&dates=20260707T130000/20260707T133000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Toddler Storytime,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings. Storytimes will be filled with stories, music, and fun activities!
 
 Due...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/8/2026,10:30am to 11:00am,7/8/2026 10:30AM,7/8/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835c4b48451fc3c094429,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,7/8 · 10:30 AM–11:00 AM,Toddler Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Toddler%20Storytime&dates=20260708T103000/20260708T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Baby Storytime & Stay and Play,"Come join the fun every Wednesday for Baby Storytime & Stay and Play at the Los Altos Library!
 
 We invite all non-walking babies (ages 0-1) and their amazing caregivers to jump into an interactive 20 minutes of:
 
 Catchy Songs & Silly Rhymes...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/8/2026,1:00pm to 2:00pm,7/8/2026 1:00PM,7/8/2026 2:00PM,1:00pm to 2:00pm,After lunch,0-2,0-2,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835bdb48451fc3c094413,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,Come join the fun every Wednesday for Baby Storytime & Stay and Play at the Los Altos Library! We invite all non-walking babies (ages 0-1) and their amazing caregivers to jump into an interactive 20 minutes of: Catchy Songs & Silly Rhymes.,FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,7/8 · 1:00 PM–2:00 PM,Baby Storytime & Stay and Play,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Baby%20Storytime%20%26%20Stay%20and%20Play&dates=20260708T130000/20260708T140000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,"Summer 2026 Plant a Seed, Read: Make-a-Book-Bag Craft","A Los Altos Library children's summer tradition! Ready for some creativity? Drop-in at this fun event where we will decorate book bags to take home. We will provide the bags, felt die-cut pieces, stencils, and markers. Then use...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/8/2026,3:30pm to 5:30pm,7/8/2026 3:30PM,7/8/2026 5:30PM,3:30pm to 5:30pm,Late afternoon,"0-2, 2-5, 5+",All,Stories,"Stories, Arts & Crafts, Build & Explore",1,,https://sccl.bibliocommons.com/events/uploads/images/full/d3c01ce061370cdb682b7275c35fd7a3/SummerReadingBiblioEvent(760x230px).png,https://sccl.bibliocommons.com/events/69f14cd1762d19c7d51075a7,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,A Los Altos Library children's summer tradition! Ready for some creativity? Drop-in at this fun event where we will decorate book bags to take home.,FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,7/8 · 3:30 PM–5:30 PM,"Summer 2026 Plant a Seed, Read: Make-a-B...",https://calendar.google.com/calendar/render?action=TEMPLATE&text=Summer%202026%20Plant%20a%20Seed%2C%20Read%3A%20Make-a-Book-Bag%20Craft&dates=20260708T153000/20260708T173000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
,Toddler Storytime,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings. Storytimes will be filled with stories, music, and fun activities!
 
 Due...",Los Altos Library,"13 S. San Antonio Road, Los Altos, CA 94022",Los Altos,7/9/2026,10:30am to 11:00am,7/9/2026 10:30AM,7/9/2026 11:00AM,10:30am to 11:00am,Morning,"0-2, 2-5, 5+",All,Stories,"Stories, Music & Movement, Outdoor, Social & Play",1,,https://sccl.bibliocommons.com/events/uploads/images/full/9789d6ae7a5db8da406ba9e1d3837e1e/Early Learning & Storytime.jpg,https://sccl.bibliocommons.com/events/69b835bbb48451fc3c094401,,,TRUE,FALSE,TRUE,,,,,,,-122.1133,📍 Los Altos Library,Los Altos Library · Los Altos,"Join the Children's Librarians for a fun, interactive 25-minute toddler storytime for early walkers, 1s, and 2s in the Orchard Room on Wednesday and Thursday mornings.",FALSE,FALSE,FALSE,Coming up,FALSE,FALSE,7/9 · 10:30 AM–11:00 AM,Toddler Storytime,https://calendar.google.com/calendar/render?action=TEMPLATE&text=Toddler%20Storytime&dates=20260709T103000/20260709T110000&details=%F0%9F%93%8D%20Los%20Altos%20Library&location=Los%20Altos%20Library,,,,,
